"total","Kingdom","Phylum","Class","Order","Family","Genus","Species","taxid","numseqs","pctseqs","patient_ID"
4363258,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","","Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales||Phocaeicola","Phocaeicola vulgatus",821,1307,0.000299546806537684,"covid_001"
4363258,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Bacteria|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae|Lactobacillus","Lactobacillus johnsonii",257314,1277,0.000292671210366199,"covid_001"
4363258,"Bacteria","Actinobacteria","Actinomycetia","Bifidobacteriales","Bifidobacteriaceae","Bacteria|Actinobacteria|Actinomycetia|Bifidobacteriales|Bifidobacteriaceae|Bifidobacterium","Bifidobacterium longum",216816,1262,0.000289233412280456,"covid_001"
4363258,"Bacteria","Bacteroidetes","","","","Bacteria|Bacteroidetes||||","",976,1256,0.00028785829304616,"covid_001"
4363258,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Klebsiella","Klebsiella oxytoca",571,1168,0.000267689877609804,"covid_001"
4363258,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Bacteria|Firmicutes|Clostridia|Eubacteriales|Lachnospiraceae|Lacrimispora","Lacrimispora sphenoides",1297793,1148,0.000263106146828815,"covid_001"
4363258,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Bacteria|Firmicutes|Clostridia|Eubacteriales|Lachnospiraceae|Roseburia","",841,1133,0.000259668348743072,"covid_001"
4363258,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Bacteria|Firmicutes|Clostridia|Eubacteriales|Clostridiaceae|Clostridium","Clostridium sp. SY8519",1042156,1121,0.000256918110274478,"covid_001"
4363258,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriaceae","Bacteria|Firmicutes|Clostridia|Eubacteriales|Eubacteriaceae|Eubacterium","Eubacterium sp. NSJ-61",2764325,1120,0.000256688923735429,"covid_001"
4363258,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Escherichia","",561,1113,0.000255084617962082,"covid_001"
4363258,"Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Turicibacteraceae","Bacteria|Firmicutes|Erysipelotrichia|Erysipelotrichales|Turicibacteraceae|Turicibacter","Turicibacter sanguinis",154288,1078,0.00024706308909535,"covid_001"
4363258,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Bacteria|Firmicutes|Clostridia|Eubacteriales|Clostridiaceae|Clostridium","Clostridium perfringens",1502,1074,0.000246146342939152,"covid_001"
4363258,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides","Bacteroides helcogenes",693979,1068,0.000244771223704855,"covid_001"
4363258,"Bacteria","Actinobacteria","Actinomycetia","Corynebacteriales","Corynebacteriaceae","Bacteria|Actinobacteria|Actinomycetia|Corynebacteriales|Corynebacteriaceae|Corynebacterium","Corynebacterium propinquum",43769,1058,0.000242479358314361,"covid_001"
4363258,"Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Bacteria|Firmicutes|Erysipelotrichia|Erysipelotrichales|Erysipelotrichaceae|Amedibacterium","Amedibacterium intestinale",2583452,1033,0.000236749694838123,"covid_001"
4363258,"Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Bacteria|Firmicutes|Erysipelotrichia|Erysipelotrichales|Erysipelotrichaceae|Faecalibacillus","Faecalibacillus intestinalis",1982626,1032,0.000236520508299074,"covid_001"
4363258,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Rikenellaceae|Alistipes","Alistipes megaguti",2364787,1021,0.000233999456369529,"covid_001"
4363258,"Bacteria","Firmicutes","Clostridia","Eubacteriales","","Bacteria|Firmicutes|Clostridia|Eubacteriales||Flintibacter","Flintibacter sp. KGMB00164",2610895,999,0.000228957352510441,"covid_001"
4363258,"Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfovibrionaceae","Bacteria|Proteobacteria|Deltaproteobacteria|Desulfovibrionales|Desulfovibrionaceae|Desulfovibrio","Desulfovibrio vulgaris",883,984,0.000225519554424698,"covid_001"
4363258,"Bacteria","Actinobacteria","Coriobacteriia","Eggerthellales","Eggerthellaceae","Bacteria|Actinobacteria|Coriobacteriia|Eggerthellales|Eggerthellaceae|Adlercreutzia","",447020,972,0.000222769315956104,"covid_001"
4363258,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Bacteria|Firmicutes|Clostridia|Eubacteriales|Lachnospiraceae|Anaerostipes","Anaerostipes rhamnosivorans",1229621,962,0.000220477450565609,"covid_001"
4363258,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides","Bacteroides sp. PHL 2737",2162637,930,0.000213143481316026,"covid_001"
4363258,"Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfovibrionaceae","Bacteria|Proteobacteria|Deltaproteobacteria|Desulfovibrionales|Desulfovibrionaceae|Desulfovibrio","",872,901,0.000206497071683591,"covid_001"
4363258,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Klebsiella","Klebsiella michiganensis",1134687,883,0.0002023717139807,"covid_001"
4363258,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Christensenellaceae","Bacteria|Firmicutes|Clostridia|Eubacteriales|Christensenellaceae|Christensenella","Christensenella sp. Marseille-P3954",2086585,874,0.000200309035129254,"covid_001"
4363258,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","","Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales||Phocaeicola","Phocaeicola vulgatus",435590,867,0.000198704729355908,"covid_001"
4363258,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Klebsiella","Klebsiella pneumoniae",861365,831,0.000190454013950126,"covid_001"
4363258,"Bacteria","Firmicutes","Bacilli","Lactobacillales","","Bacteria|Firmicutes|Bacilli|Lactobacillales||","",186826,792,0.000181515738927196,"covid_001"
4363258,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Bacteria|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae|Lactobacillus","Lactobacillus gasseri",1596,779,0.000178536313919553,"covid_001"
4363258,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Bacteria|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae|Lactobacillus","Lactobacillus johnsonii",633699,775,0.000177619567763355,"covid_001"
4363258,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Odoribacteraceae","Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Odoribacteraceae|Butyricimonas","Butyricimonas faecalis",2093856,764,0.00017509851583381,"covid_001"
4363258,"Bacteria","Actinobacteria","Actinomycetia","","","Bacteria|Actinobacteria|Actinomycetia|||","",1760,757,0.000173494210060464,"covid_001"
4363258,"Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Bacteria|Firmicutes|Erysipelotrichia|Erysipelotrichales|Erysipelotrichaceae|Longibaculum","Longibaculum sp. KGMB06250",2584943,756,0.000173265023521415,"covid_001"
4363258,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriaceae","Bacteria|Firmicutes|Clostridia|Eubacteriales|Eubacteriaceae|Eubacterium","[Eubacterium] cellulosolvens",633697,748,0.000171431531209019,"covid_001"
4363258,NA,NA,NA,NA,NA,"NA|NA|NA|NA|NA|NA",NA,541000,744,0.000170514785052821,"covid_001"
4363258,"Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfovibrionaceae","Bacteria|Proteobacteria|Deltaproteobacteria|Desulfovibrionales|Desulfovibrionaceae|Desulfovibrio","Desulfovibrio fairfieldensis",44742,725,0.00016616024081088,"covid_001"
4363258,"Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfovibrionaceae","Bacteria|Proteobacteria|Deltaproteobacteria|Desulfovibrionales|Desulfovibrionaceae|Desulfovibrio","Desulfovibrio vulgaris",881,723,0.000165701867732781,"covid_001"
4363258,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriaceae","Bacteria|Firmicutes|Clostridia|Eubacteriales|Eubacteriaceae|Eubacterium","Eubacterium callanderi",53442,716,0.000164097561959435,"covid_001"
4363258,"Bacteria","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Bacteria|Proteobacteria|Epsilonproteobacteria|Campylobacterales|Campylobacteraceae|Campylobacter","",194,674,0.000154471727319356,"covid_001"
4363258,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Citrobacter","Citrobacter freundii",546,674,0.000154471727319356,"covid_001"
4363258,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Bacteria|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae|Lactobacillus","Lactobacillus paragasseri",2107999,657,0.000150575556155515,"covid_001"
4363258,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriaceae","Bacteria|Firmicutes|Clostridia|Eubacteriales|Eubacteriaceae|Eubacterium","Eubacterium limosum",1736,651,0.000149200436921218,"covid_001"
4363258,"Bacteria","Actinobacteria","Coriobacteriia","Eggerthellales","Eggerthellaceae","Bacteria|Actinobacteria|Coriobacteriia|Eggerthellales|Eggerthellaceae|Eggerthella","Eggerthella sp. YY7918",502558,639,0.000146450198452624,"covid_001"
4363258,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriaceae","Bacteria|Firmicutes|Clostridia|Eubacteriales|Eubacteriaceae|Eubacterium","Eubacterium maltosivorans",2041044,637,0.000145991825374525,"covid_001"
4363258,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Bacteria|Firmicutes|Clostridia|Eubacteriales|Oscillospiraceae|Acutalibacter","Acutalibacter muris",1796620,584,0.000133844938804902,"covid_001"
4363258,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides","Bacteroides heparinolyticus",28113,576,0.000132011446492506,"covid_001"
4363258,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Bacteria|Firmicutes|Clostridia|Eubacteriales|Lachnospiraceae|Lachnoanaerobaculum","Lachnoanaerobaculum umeaense",617123,576,0.000132011446492506,"covid_001"
4363258,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Citrobacter","Citrobacter portucalensis",1639133,570,0.000130636327258209,"covid_001"
4363258,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Klebsiella","Klebsiella grimontii",2058152,568,0.00013017795418011,"covid_001"
4363258,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus","Streptococcus agalactiae",1311,566,0.000129719581102011,"covid_001"
4363258,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Bacteria|Firmicutes|Clostridia|Eubacteriales|Oscillospiraceae|Monoglobus","Monoglobus pectinilyticus",1981510,560,0.000128344461867714,"covid_001"
4363258,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Rikenellaceae|Alistipes","Alistipes shahii",717959,554,0.000126969342633418,"covid_001"
4363258,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Muribaculaceae","Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Muribaculaceae|Duncaniella","Duncaniella dubosii",2518971,552,0.000126510969555319,"covid_001"
4363258,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Muribaculaceae","Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Muribaculaceae|Muribaculum","Muribaculum gordoncarteri",2530390,541,0.000123989917625774,"covid_001"
4363258,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Bacteria|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae|Ligilactobacillus","Ligilactobacillus salivarius",1194971,517,0.000118489440688586,"covid_001"
4363258,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Bacteria|Firmicutes|Clostridia|Eubacteriales|Lachnospiraceae|Butyrivibrio","Butyrivibrio fibrisolvens",831,512,0.000117343507993339,"covid_001"
4363258,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Bacteria|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae|Ligilactobacillus","Ligilactobacillus salivarius",362948,507,0.000116197575298091,"covid_001"
4363258,"Bacteria","Actinobacteria","Actinomycetia","Bifidobacteriales","Bifidobacteriaceae","Bacteria|Actinobacteria|Actinomycetia|Bifidobacteriales|Bifidobacteriaceae|Bifidobacterium","Bifidobacterium animalis",1167629,497,0.000113905709907597,"covid_001"
4363258,"Bacteria","Actinobacteria","Coriobacteriia","Eggerthellales","Eggerthellaceae","Bacteria|Actinobacteria|Coriobacteriia|Eggerthellales|Eggerthellaceae|Arabia","Arabia massiliensis",1870985,482,0.000110467911821854,"covid_001"
4363258,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Bacteria|Firmicutes|Clostridia|Eubacteriales|Lachnospiraceae|Anaerocolumna","Anaerocolumna cellulosilytica",433286,482,0.000110467911821854,"covid_001"
4363258,"Bacteria","Firmicutes","Bacilli","","","Bacteria|Firmicutes|Bacilli|||","",91061,478,0.000109551165665656,"covid_001"
4363258,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Muribaculaceae","Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Muribaculaceae|Duncaniella","",2649562,476,0.000109092792587557,"covid_001"
4363258,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Bacteria|Firmicutes|Clostridia|Eubacteriales|Lachnospiraceae|Anaerocolumna","Anaerocolumna sp. CTTW",2736602,467,0.000107030113736112,"covid_001"
4363258,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Enterobacter","Enterobacter hormaechei",158836,466,0.000106800927197062,"covid_001"
4363258,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Bacteria|Firmicutes|Clostridia|Eubacteriales|Lachnospiraceae|Lachnoclostridium","Lachnoclostridium phytofermentans",357809,463,0.000106113367579914,"covid_001"
4363258,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Bacteria|Firmicutes|Clostridia|Eubacteriales|Oscillospiraceae|Oscillibacter","Oscillibacter valericigenes",693746,458,0.000104967434884666,"covid_001"
4363258,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides","Bacteroides zoogleoformans",28119,452,0.00010359231565037,"covid_001"
4363258,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides","Bacteroides sp. CACC 737",2755405,448,0.000102675569494172,"covid_001"
4363258,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus","Streptococcus vestibularis",1343,442,0.000101300450259875,"covid_001"
3755103,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","","Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales||Phocaeicola","Phocaeicola vulgatus",821,648999,0.17283121128768,"covid_002"
3755103,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","","Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales||Phocaeicola","Phocaeicola vulgatus",435590,268624,0.0715357208577235,"covid_002"
3755103,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides","Bacteroides cellulosilyticus",246787,235494,0.0627130600678597,"covid_002"
3755103,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Tannerellaceae","Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Tannerellaceae|Parabacteroides","Parabacteroides distasonis",823,214401,0.0570959038939811,"covid_002"
3755103,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|","",543,204053,0.0543401872065826,"covid_002"
3755103,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","","Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales||","",171549,189023,0.0503376338811479,"covid_002"
3755103,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Tannerellaceae","Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Tannerellaceae|Parabacteroides","",375288,185775,0.0494726775803487,"covid_002"
3755103,"Archaea","Euryarchaeota","Methanobacteria","Methanobacteriales","Methanobacteriaceae","Archaea|Euryarchaeota|Methanobacteria|Methanobacteriales|Methanobacteriaceae|Methanobrevibacter","Methanobrevibacter smithii",2173,171620,0.0457031404997413,"covid_002"
3755103,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides","",816,155852,0.0415040546158121,"covid_002"
3755103,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Escherichia","Escherichia coli",562,121036,0.0322324048102009,"covid_002"
3755103,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Odoribacteraceae","Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Odoribacteraceae|Odoribacter","Odoribacter splanchnicus",28118,115577,0.0307786497467579,"covid_002"
3755103,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","","Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales||Phocaeicola","",909656,113768,0.0302969053045948,"covid_002"
3755103,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides","Bacteroides thetaiotaomicron",818,113355,0.0301869216370363,"covid_002"
3755103,"Bacteria","","","","","Bacteria|||||","",2,106094,0.0282532862613888,"covid_002"
3755103,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","","Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales||Phocaeicola","Phocaeicola dorei",357276,103741,0.0276266722910131,"covid_002"
3755103,"Archaea","Euryarchaeota","Methanobacteria","Methanobacteriales","Methanobacteriaceae","Archaea|Euryarchaeota|Methanobacteria|Methanobacteriales|Methanobacteriaceae|Methanobrevibacter","Methanobrevibacter smithii",420247,80812,0.0215205814594167,"covid_002"
3755103,"Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Bacteria|Firmicutes|Clostridia|Eubacteriales|Oscillospiraceae|Faecalibacterium","Faecalibacterium prausnitzii",853,62562,0.0166605283530172,"covid_002"
